FM874456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium MD02H10
GQ039219	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma faucium
GQ057946	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium jeotgali
GQ101217	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Bergeyella	Bergeyella 602D02
GQ105571	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
GQ111695	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas nbw625e08c1
AB265180	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus aquiradiocola
NR_025629	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovarius	Rhodovarius	Rhodovarius	Rhodovarius lipocyclicus
HM358606	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus Novel FX94ZIM01DNKYK
HM358612	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae A	Lachnospiraceae Novel FX94ZIM01CPXQV
HM358615	Bacteria	OP11	OP11	OP11	OP11	OP11	OP11 Novel FX94ZIM01DPCOW
GQ091958	Bacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces nbw727g03c1
FJ577257	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oral taxon 299
GQ091740	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Exiguobacterium	Exiguobacterium profundum
GQ016227	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	Leptotrichia nbw822e09c1
DQ824516	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter RL185 aaj69a12
AY958805	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii
GQ109138	Bacteria	Cyanobacteria	Cyanobacteria	unclassified Cyanobacteria	unclassified Cyanobacteria	Cyanobacteria	Cyanobacteria nbw608h09c1
AF385524	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium Scardovia	Alloscardovia omnicolens
AY781385	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified Clostridiales A	Clostridium intestinale
GQ091889	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nbw727a02c1
GQ085802	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus nbw280e06c1
AF182835	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponema 3:G:BB003
GQ169683	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus C100
AB021304	Bacteria	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio AB021304
AY134903	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified Clostridiales	unclassified Clostridiales C	Clostridiales FX028
AY807884	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis salivarius
AF385540	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus CA007
EU435418	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium EU435418
EU995836	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	unclassified Neisseriaceae	Neisseriaceae Ch g85
M26494	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Peptostreptococcus	Clostridium sticklandii
GQ098970	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter kobei
EU985310	Bacteria	TM7	TM7	TM7	TM7	TM7	TM7 oral taxon 351
GQ102089	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella	Rahnella aquatilis
AF385541	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus CB003
EU160006	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae A	Lachnospiraceae 2N1-30
FJ577250	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	Leptotrichia Oral Taxon 847
FM874323	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus MC04F03
GQ064519	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica
AB175652	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azomonas	Azomonas agilis
GQ112896	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
EU998569	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	Leptotrichia Arg j44
GQ069690	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter nbw231g07c1
GQ108919	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	Alishewanella nbw719d04c1
EU993654	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	Treponema vincentii medium
